_id,date,product_id,sales_amount,store_location,Temperature (°C),Humidity (%),Weather Description
67a830924704bdf2e40a47b6,2019-03-12,P060,192,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47b7,2019-02-15,P061,77,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47b8,2019-02-24,P062,351,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47b9,2019-02-03,P063,520,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47ba,2019-03-06,P064,166,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47bb,2019-02-14,P065,318,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47bc,2019-03-13,P066,166,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47bd,2019-02-10,P067,70,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47be,2019-01-07,P068,614,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47bf,2019-01-24,P069,827,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47c0,2019-02-02,P070,19,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47c1,2019-01-06,P071,939,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47c2,2019-02-11,P072,652,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47c3,2019-03-05,P073,152,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47c4,2019-03-09,P074,478,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47c5,2019-01-22,P075,705,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47c6,2019-01-13,P076,437,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47c7,2019-01-09,P077,463,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47c8,2019-01-12,P078,189,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47c9,2019-03-05,P079,822,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47ca,2019-01-22,P080,106,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47cb,2019-01-21,P081,624,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47cc,2019-01-26,P082,304,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47cd,2019-01-23,P083,161,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47ce,2019-02-23,P084,337,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47cf,2019-03-09,P085,256,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47d0,2019-03-05,P086,610,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47d1,2019-03-25,P087,401,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47d2,2019-03-27,P088,362,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47d3,2019-01-02,P089,44,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47d4,2019-02-27,P090,485,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47d5,2019-01-23,P091,198,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47d6,2019-01-26,P092,471,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47d7,2019-01-10,P093,161,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47d8,2019-03-12,P094,608,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47d9,2019-02-06,P095,94,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47da,2019-03-08,P096,102,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47db,2019-03-29,P097,922,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47dc,2019-02-09,P098,78,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47dd,2019-03-23,P099,166,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47de,2019-03-05,P100,521,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47df,2019-03-26,P101,51,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47e0,2019-03-01,P102,742,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47e1,2019-02-01,P103,218,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47e2,2019-03-28,P104,367,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47e3,2019-03-19,P105,223,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47e4,2019-01-12,P106,931,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47e5,2019-01-05,P107,172,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47e6,2019-03-22,P108,391,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47e7,2019-03-24,P109,321,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47e8,2019-03-03,P110,860,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47e9,2019-02-05,P111,34,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47ea,2019-02-05,P112,309,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47eb,2019-02-15,P113,535,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47ec,2019-01-19,P114,548,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47ed,2019-02-01,P115,763,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47ee,2019-03-02,P116,85,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47ef,2019-03-05,P117,115,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47f0,2019-01-16,P118,53,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47f1,2019-02-02,P119,115,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47f2,2019-01-20,P120,112,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47f3,2019-02-14,P121,836,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47f4,2019-01-12,P122,419,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47f5,2019-03-09,P123,944,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47f6,2019-03-13,P124,536,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47f7,2019-03-09,P125,474,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47f8,2019-03-10,P126,688,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47f9,2019-01-27,P127,169,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47fa,2019-01-08,P128,299,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47fb,2019-01-08,P129,575,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a47fc,2019-02-08,P130,853,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47fd,2019-01-25,P131,291,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a47fe,2019-03-06,P132,580,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a47ff,2019-02-10,P133,146,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4800,2019-02-17,P134,550,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4801,2019-03-08,P135,512,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4802,2019-02-18,P136,284,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4803,2019-01-18,P137,138,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4804,2019-02-18,P138,216,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4805,2019-02-16,P139,545,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4806,2019-03-16,P140,609,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4807,2019-01-23,P141,942,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4808,2019-01-25,P142,950,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4809,2019-02-05,P143,720,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a480a,2019-02-22,P144,31,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a480b,2019-01-21,P145,491,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a480c,2019-03-08,P146,291,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a480d,2019-02-10,P147,316,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a480e,2019-03-19,P148,277,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a480f,2019-03-06,P149,603,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4810,2019-03-27,P150,272,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4811,2019-03-23,P151,384,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4812,2019-03-11,P152,254,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4813,2019-01-29,P153,786,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4814,2019-02-07,P154,103,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4815,2019-01-28,P155,680,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4816,2019-02-20,P156,484,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4817,2019-01-04,P157,75,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4818,2019-03-07,P158,263,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4819,2019-03-30,P159,918,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a481a,2019-03-27,P160,588,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a481b,2019-01-19,P161,362,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a481c,2019-02-25,P162,66,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a481d,2019-03-13,P163,336,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a481e,2019-01-30,P164,160,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a481f,2019-02-20,P165,418,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4820,2019-02-25,P166,357,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4821,2019-01-16,P167,1003,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4822,2019-02-08,P168,1039,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4823,2019-01-19,P169,323,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4824,2019-02-01,P170,510,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4825,2019-01-03,P171,367,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4826,2019-01-26,P172,420,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4827,2019-03-03,P173,175,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4828,2019-01-19,P174,333,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4829,2019-01-18,P175,166,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a482a,2019-03-21,P176,319,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a482b,2019-03-03,P177,186,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a482c,2019-02-13,P178,165,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a482d,2019-03-23,P179,465,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a482e,2019-01-28,P180,273,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a482f,2019-02-09,P181,472,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4830,2019-01-23,P182,323,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4831,2019-03-23,P183,162,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4832,2019-01-25,P184,288,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4833,2019-03-04,P185,90,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4834,2019-03-05,P186,56,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4835,2019-03-03,P187,793,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4836,2019-02-08,P188,195,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4837,2019-02-10,P189,77,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4838,2019-01-28,P190,293,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4839,2019-02-11,P191,242,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a483a,2019-01-15,P192,154,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a483b,2019-03-16,P193,829,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a483c,2019-01-26,P194,107,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a483d,2019-03-19,P195,171,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a483e,2019-01-13,P196,78,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a483f,2019-03-26,P197,91,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4840,2019-03-23,P198,26,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4841,2019-03-12,P199,174,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4842,2019-02-17,P200,374,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4843,2019-01-29,P201,120,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4844,2019-03-15,P202,241,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4845,2019-01-14,P203,451,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4846,2019-02-06,P204,271,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4847,2019-02-15,P205,93,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4848,2019-01-03,P206,217,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4849,2019-01-04,P207,629,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a484a,2019-03-18,P208,299,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a484b,2019-03-28,P209,95,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a484c,2019-03-02,P210,942,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a484d,2019-01-25,P211,247,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a484e,2019-01-16,P212,881,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a484f,2019-03-20,P213,484,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4850,2019-01-04,P214,146,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4851,2019-03-11,P215,217,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4852,2019-03-22,P216,19,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4853,2019-03-24,P217,130,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4854,2019-02-21,P218,298,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4855,2019-02-12,P219,796,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4856,2019-03-10,P220,180,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4857,2019-01-31,P221,285,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4858,2019-03-06,P222,456,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4859,2019-02-17,P223,62,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a485a,2019-02-21,P224,13,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a485b,2019-03-20,P225,90,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a485c,2019-01-11,P226,183,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a485d,2019-01-26,P227,655,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a485e,2019-01-31,P228,155,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a485f,2019-02-26,P229,571,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4860,2019-03-11,P230,532,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4861,2019-01-26,P231,170,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4862,2019-03-12,P232,33,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4863,2019-02-11,P233,794,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4864,2019-02-21,P234,310,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4865,2019-03-09,P235,545,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4866,2019-01-20,P236,195,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4867,2019-01-28,P237,91,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4868,2019-03-05,P238,232,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4869,2019-03-02,P239,69,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a486a,2019-01-11,P240,94,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a486b,2019-01-11,P241,235,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a486c,2019-03-11,P242,125,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a486d,2019-02-28,P243,195,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a486e,2019-01-05,P244,263,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a486f,2019-02-02,P245,788,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4870,2019-01-01,P246,399,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4871,2019-02-09,P247,256,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4872,2019-01-23,P248,94,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4873,2019-01-07,P249,326,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4874,2019-01-14,P250,536,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4875,2019-02-02,P251,439,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4876,2019-03-17,P252,369,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4877,2019-03-02,P253,30,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4878,2019-03-16,P254,99,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4879,2019-01-06,P255,494,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a487a,2019-01-29,P256,137,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a487b,2019-01-31,P257,69,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a487c,2019-02-05,P258,163,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a487d,2019-02-13,P259,135,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a487e,2019-02-07,P260,276,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a487f,2019-03-19,P261,709,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4880,2019-03-07,P262,69,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4881,2019-03-13,P263,160,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4882,2019-02-09,P264,233,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4883,2019-02-26,P265,57,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4884,2019-03-12,P266,723,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4885,2019-03-14,P267,148,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4886,2019-01-08,P268,783,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4887,2019-01-05,P269,297,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4888,2019-01-04,P270,373,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4889,2019-03-06,P271,354,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a488a,2019-01-03,P272,44,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a488b,2019-01-07,P273,203,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a488c,2019-01-27,P274,25,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a488d,2019-02-26,P275,628,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a488e,2019-01-07,P276,352,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a488f,2019-01-07,P277,229,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4890,2019-02-02,P278,400,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4891,2019-03-20,P279,745,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4892,2019-03-20,P280,462,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4893,2019-02-15,P281,587,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4894,2019-03-06,P282,38,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a4895,2019-01-06,P283,16,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4896,2019-03-04,P284,628,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4897,2019-03-12,P285,200,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a4898,2019-02-20,P286,350,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a4899,2019-03-24,P287,78,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a489a,2019-01-31,P288,224,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a489b,2019-01-25,P289,356,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a489c,2019-02-03,P290,697,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a489d,2019-01-24,P291,423,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a489e,2019-03-14,P292,204,Naypyitaw,NaN,NaN,
67a830924704bdf2e40a489f,2019-02-18,P293,65,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a48a0,2019-01-21,P294,76,Yangon,28.980000000000018,70,broken clouds
67a830924704bdf2e40a48a1,2019-03-13,P295,190,Mandalay,31.810000000000002,25,clear sky
67a830924704bdf2e40a48a2,2019-03-03,P296,272,Naypyitaw,NaN,NaN,
